version,size,processes,tolerance,status,iterations,residual,relative_l2_error,checksum,total_seconds,compute_seconds,halo_issue_seconds,halo_wait_seconds,reduction_seconds
mpi_overlap,4096,8,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300732381,399.9882600857951,3.852876597,3.813333194,0.001145942,0.052870978,0.037940779
mpi_blocking,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.310404806,0.235859368,0.000000000,0.047217328,0.029452240
mpi_blocking,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.309695128,0.235434531,0.000000000,0.047808069,0.030004160
mpi_blocking,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.312227950,0.239488518,0.000000000,0.046605424,0.033417474
mpi_blocking,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.307190297,0.234253628,0.000000000,0.046921666,0.028104171
mpi_blocking,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.309079274,0.235193930,0.000000000,0.047064001,0.029932533
mpi_overlap,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.307922941,0.236971892,0.012586726,0.032169599,0.036719039
mpi_overlap,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.308478382,0.236660099,0.012287598,0.032251894,0.036307422
mpi_overlap,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.312462687,0.240048906,0.012420396,0.035701033,0.041194431
mpi_overlap,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.307858087,0.237458493,0.012254698,0.031862780,0.035809597
mpi_overlap,128,4,0.001,converged,33350,0.00099976336906770769,1.217995468937825e-06,6743.6683974194029,0.309094415,0.237486743,0.013317598,0.032429578,0.037084094
mpi_blocking,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.459182477,0.345817377,0.000000000,0.070076862,0.047655252
mpi_blocking,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.455719375,0.344419809,0.000000000,0.070058186,0.043677349
mpi_blocking,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.456321143,0.344850792,0.000000000,0.070481051,0.045523222
mpi_blocking,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.453210454,0.343690280,0.000000000,0.069820642,0.044037196
mpi_blocking,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.482318846,0.353758038,0.000000000,0.072668594,0.062731225
mpi_overlap,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.450274330,0.346760950,0.018724987,0.048263453,0.055612128
mpi_overlap,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.450621612,0.347325014,0.018008206,0.049521282,0.054952695
